price,area_sqft,bedrooms,bathrooms,location,listing_type,property_type
800.0,882.0,2.0,2.0,Bandar Johor Bahru,rent,Condo
3360.0,251.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
2100.0,223.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
450.0,450.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
2100.0,552.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
293000000.0,558.0,1.0,1.0,Bandar Kuala Lumpur,rent,Apartment
391000000.0,22.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
600.0,650.0,1.0,1.0,Bandar Johor Bahru,rent,Penthouse
505.0,12330.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
2100.0,450.0,1.0,1.0,Kuching,rent,Penthouse
300.0,980.0,1.0,1.0,Damansara,rent,Condo
245000000.0,221.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
500.0,638.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
2520.0,778.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
2940.0,700.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
245000000.0,222.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
245000000.0,222.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
500.0,750.0,1.0,1.0,Ulu Kinta,rent,Penthouse
245000000.0,221.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
3360.0,221.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
3360.0,221.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
391000000.0,221.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
2940.0,77.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
2940.0,558.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
2520.0,221.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
1100.0,44.0,2.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
400.0,887.0,2.0,2.0,Bukit Baru,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
900.0,121.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
3360.0,552.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
391000000.0,55.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
2100.0,222.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
589.0,221.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
841.0,779.0,1.0,1.0,Bukit Baru,rent,Penthouse
800.0,889.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
450.0,400.0,1.0,1.0,Bandaraya Georgetown,rent,Penthouse
750.0,800.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
400.0,619.0,1.0,1.0,Bandar Johor Bahru,rent,Penthouse
500.0,480.0,1.0,1.0,Damansara,rent,Condo
500.0,750.0,1.0,1.0,Petaling,rent,Penthouse
245000000.0,221.0,2.0,1.5,Bandar Kuala Lumpur,rent,Penthouse
500.0,450.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
500.0,950.0,1.0,1.0,Setapak,rent,Penthouse
600.0,750.0,1.0,1.0,Setul,rent,Penthouse
500.0,509.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
750.0,870.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
550.0,898.0,1.0,1.0,Bandar Johor Bahru,rent,Penthouse
650.0,790.0,1.0,1.0,Bandar Johor Bahru,rent,Penthouse
500.0,604.0,1.0,1.0,Damansara,rent,Penthouse
450.0,540.0,1.0,1.0,Bandaraya Georgetown,rent,Penthouse
300.0,980.0,1.0,1.0,Petaling,rent,Condo
450.0,450.0,1.0,1.0,Bandar Johor Bahru,rent,Penthouse
391000000.0,552.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
500.0,364.0,1.0,1.0,Bandaraya Georgetown,rent,Penthouse
650.0,981.0,2.0,1.0,Bandar Johor Bahru,rent,Penthouse
450.0,520.0,1.0,1.0,Bandar Johor Bahru,rent,Penthouse
550.0,555.0,1.0,1.0,Bandaraya Georgetown,rent,Condo
450.0,845.0,1.0,1.0,Bandaraya Georgetown,rent,Condo
500.0,560.0,1.0,1.0,Bandar Johor Bahru,rent,Penthouse
3360.0,22.0,1.0,1.0,Petaling,rent,Condo
700.0,854.0,2.0,1.0,Bandar Johor Bahru,rent,Penthouse
450.0,619.0,1.0,1.0,Petaling,rent,Penthouse
1680.0,23.0,1.0,1.0,Mukim 15,rent,Penthouse
300.0,980.0,1.0,1.0,Damansara,rent,Condo
3360.0,443.0,1.0,1.0,Bukit Baru,rent,Penthouse
284000000.0,22.0,1.0,1.0,Bandar Johor Bahru,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Petaling Jaya,rent,Condo
500.0,750.0,1.0,1.0,Ampang,rent,Penthouse
3320.0,66.0,1.0,2.0,Bukit Baru,rent,Penthouse
1680.0,44.0,2.0,1.0,Bukit Baru,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Johor Bahru,rent,Condo
300.0,900.0,1.0,1.0,Bandar Petaling Jaya,rent,Condo
500.0,650.0,1.0,1.0,Sungai Buloh,rent,Penthouse
500.0,602.0,1.0,1.0,Klang,rent,Penthouse
2940.0,77.0,1.0,1.0,Klang,rent,Penthouse
550.0,400.0,1.0,1.0,Damansara,rent,Penthouse
550.0,400.0,1.0,1.0,Damansara,rent,Penthouse
300.0,980.0,1.0,1.0,Klang,rent,Condo
3360.0,119.0,1.0,1.0,Bukit Rambai,rent,Penthouse
1680.0,700.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
300.0,980.0,1.0,1.0,Kapar,rent,Condo
450.0,400.0,1.0,1.0,Klang,rent,Penthouse
1680.0,770.0,2.0,2.0,Bukit Baru,rent,Penthouse
500.0,609.0,1.0,1.0,Pulai,rent,Penthouse
500.0,602.0,1.0,1.0,Bandaraya Georgetown,rent,Penthouse
245000000.0,222.0,1.0,1.0,Setapak,rent,Penthouse
1260.0,766.0,1.0,1.0,Klang,rent,Penthouse
300.0,980.0,1.0,1.0,Batu,rent,Condo
2100.0,221.0,2.0,1.0,Petaling,rent,Penthouse
1890.0,222.0,1.0,1.0,Petaling,rent,Penthouse
500.0,604.0,1.0,1.0,Petaling,rent,Penthouse
550.0,507.0,1.0,1.0,Petaling,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,980.0,1.0,1.0,Petaling,rent,Condo
600.0,650.0,1.0,1.0,Sepang,rent,Penthouse
700.0,599.0,1.0,1.0,Padang Masirat,rent,Penthouse
600.0,480.0,1.0,1.0,Damansara,rent,Condo
500.0,619.0,1.0,1.0,Sungai Buloh,rent,Penthouse
500.0,603.0,1.0,1.0,Dengkil,rent,Penthouse
400.0,580.0,1.0,1.0,Bandar Petaling Jaya,rent,Penthouse
680.0,719.0,1.0,1.0,Bandar Seremban,rent,Penthouse
500.0,750.0,1.0,1.0,Sepang,rent,Penthouse
500.0,798.0,1.0,1.0,Dengkil,rent,Penthouse
2100.0,552.0,1.0,1.0,Bukit Rambai,rent,Penthouse
300.0,980.0,1.0,1.0,Petaling,rent,Condo
300.0,980.0,1.0,1.0,Petaling,rent,Condo
450.0,400.0,1.0,1.0,Plentong,rent,Penthouse
2100.0,253.0,1.0,1.0,Sungai Petani,rent,Condo
300.0,900.0,1.0,1.0,Batu,rent,Condo
300.0,980.0,1.0,1.0,Petaling,rent,Condo
500.0,450.0,1.0,1.0,Plentong,rent,Penthouse
500.0,400.0,1.0,1.0,Plentong,rent,Penthouse
300.0,980.0,1.0,1.0,Sungai Buloh,rent,Condo
2940.0,55.0,1.0,1.5,Mukim 10,rent,Penthouse
700.0,790.0,2.0,1.0,Labu,rent,Penthouse
700.0,540.0,2.0,2.0,Pulai,rent,Penthouse
400.0,507.0,1.0,1.0,Plentong,rent,Penthouse
750.0,694.0,2.0,1.0,Bandar Petaling Jaya,rent,Penthouse
550.0,450.0,1.0,1.0,Batu,rent,Penthouse
500.0,580.0,1.0,1.0,Plentong,rent,Penthouse
300.0,900.0,1.0,1.0,Batu,rent,Condo
500.0,609.0,1.0,1.0,Batu,rent,Condo
300.0,980.0,1.0,1.0,Sepang,rent,Condo
500.0,602.0,1.0,1.0,Bandaraya Georgetown,rent,Penthouse
700.0,658.0,2.0,1.0,Paya Terubong,rent,Penthouse
300.0,900.0,1.0,1.0,Sungai Buloh,rent,Condo
336.0,878.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
3360.0,223.0,1.0,1.0,Sungai Buloh,rent,Penthouse
500.0,650.0,1.0,1.0,Bandaraya Georgetown,rent,Penthouse
300.0,960.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,900.0,1.0,1.0,Dengkil,rent,Condo
300.0,980.0,1.0,1.0,Sepang,rent,Condo
300.0,980.0,1.0,1.0,Dengkil,rent,Condo
500.0,509.0,1.0,1.0,Batu,rent,Penthouse
300.0,980.0,1.0,1.0,Semenyih,rent,Condo
300.0,980.0,1.0,1.0,Kajang,rent,Condo
400.0,400.0,1.0,1.0,Sungai Buloh,rent,Penthouse
300.0,980.0,1.0,1.0,Dengkil,rent,Condo
600.0,699.0,1.0,1.0,Dengkil,rent,Penthouse
300.0,980.0,1.0,1.0,Bukit Raja,rent,Condo
300.0,980.0,1.0,1.0,Dengkil,rent,Condo
450.0,400.0,1.0,1.0,Kuala Lumpur,rent,Penthouse
500.0,480.0,1.0,1.0,Dengkil,rent,Condo
400.0,619.0,1.0,1.0,Sungai Buloh,rent,Penthouse
300.0,980.0,1.0,1.0,Semenyih,rent,Condo
700.0,766.0,2.0,1.0,Batu,rent,Penthouse
450.0,400.0,1.0,1.0,Petaling,rent,Penthouse
900.0,789.0,3.0,1.0,Bukit Baru,rent,Condo
37400.0,600.0,2.0,1.0,Bukit Baru,rent,Penthouse
300.0,890.0,1.0,1.0,Sepang,rent,Condo
550.0,500.0,1.0,1.0,Bandaraya Georgetown,rent,Condo
450.0,570.0,1.0,1.0,Petaling,rent,Penthouse
700.0,870.0,2.0,1.0,Sepang,rent,Penthouse
400.0,500.0,1.0,1.0,Sepang,rent,Penthouse
300.0,980.0,1.0,1.0,Kuala Selangor,rent,Condo
650.0,703.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
500.0,540.0,1.0,1.0,Jeram,rent,Penthouse
550.0,405.0,1.0,1.0,Bandar,rent,Penthouse
1680.0,77.0,2.0,1.5,Bukit Baru,rent,Penthouse
700.0,77.0,2.0,2.0,Bukit Baru,rent,Penthouse
750.0,450.0,2.0,2.0,Sungai Buloh,rent,Penthouse
550.0,609.0,1.0,1.0,Pondok Upeh,rent,Penthouse
800.0,962.0,2.0,1.0,Pondok Upeh,rent,Penthouse
2940.0,77.0,2.0,1.0,Bukit Rambai,rent,Penthouse
650.0,450.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
700.0,981.0,2.0,1.0,Bandar Johor Bahru,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
500.0,602.0,1.0,1.0,Bandaraya Georgetown,rent,Penthouse
1200.0,666.0,1.0,1.0,Bukit Baru,rent,Condo
3790.0,889.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
450.0,650.0,1.0,1.0,Kuala Kuantan,rent,Penthouse
680.0,699.0,1.0,1.0,Bandar Johor Bahru,rent,Penthouse
500.0,602.0,1.0,1.0,Bandaraya Georgetown,rent,Penthouse
900.0,776.0,1.0,1.0,Bukit Baru,rent,Penthouse
700.0,792.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
700.0,610.0,1.0,1.0,Bandar Johor Bahru,rent,Penthouse
500.0,256.0,1.0,1.0,Bandaraya Georgetown,rent,Penthouse
500.0,540.0,1.0,1.0,Pulai,rent,Penthouse
680.0,699.0,1.0,1.0,Kuala Kuantan,rent,Condo
300.0,990.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
500.0,419.0,1.0,1.0,Bandar Seremban,rent,Penthouse
700.0,759.0,1.0,1.0,Bandar Johor Bahru,rent,Penthouse
500.0,780.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
500.0,619.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
600.0,790.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
500.0,602.0,1.0,1.0,Bandaraya Georgetown,rent,Penthouse
300.0,900.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
800.0,8941.0,2.0,2.0,Bandar Johor Bahru,rent,Penthouse
196000000.0,22.0,1.0,1.0,Padang Masirat,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
500.0,602.0,1.0,1.0,Bandaraya Georgetown,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
600.0,654.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
750.0,652.0,2.0,1.0,Bandar Johor Bahru,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,990.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
550.0,750.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
650.0,650.0,1.0,1.0,Damansara,rent,Penthouse
700.0,519.0,1.0,1.0,Bandar Petaling Jaya,rent,Penthouse
450.0,400.0,1.0,1.0,Damansara,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,985.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,850.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,958.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,890.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
600.0,508.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
3360.0,776.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
600.0,650.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
3360.0,779.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
0.0,776.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
600.0,619.0,1.0,1.0,Batu,rent,Penthouse
900.0,887.0,4.0,2.0,Bukit Baru,rent,Penthouse
2100.0,552.0,1.0,1.0,Bukit Baru,rent,Penthouse
500.0,894.0,1.0,1.0,Bandar Johor Bahru,rent,Penthouse
650.0,620.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
500.0,950.0,1.0,1.0,Bandar Johor Bahru,rent,Penthouse
900.0,887.0,2.0,2.0,Bukit Baru,rent,Penthouse
750.0,870.0,2.0,1.0,Pulai,rent,Penthouse
800.0,778.0,1.0,1.5,Bukit Baru,rent,Penthouse
1260.0,40.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
440000000.0,667.0,1.0,1.5,Bandar Kuala Lumpur,rent,Condo
342000000.0,67.0,1.0,1.5,Kuala Kuantan,rent,Penthouse
900.0,770.0,1.0,1.0,Bukit Baru,rent,Penthouse
300.0,905.0,1.0,1.0,Telok Kumbar,rent,Condo
750.0,760.0,2.0,1.0,Padang Masirat,rent,Penthouse
800.0,665.0,2.0,1.0,Bukit Baru,rent,Penthouse
1900.0,666.0,2.0,2.0,Bukit Baru,rent,Penthouse
600.0,552.0,1.0,1.0,Bukit Baru,rent,Penthouse
760.0,883.0,2.0,1.0,Bandar Johor Bahru,rent,Penthouse
0.0,943.0,3.0,3.0,Bandar Johor Bahru,rent,Penthouse
450.0,540.0,1.0,1.0,Plentong,rent,Penthouse
800.0,800.0,2.0,1.0,Bukit Baru,rent,Condo
500.0,421.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
600.0,599.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
550.0,650.0,1.0,1.0,Sungai Petani,rent,Penthouse
700.0,599.0,1.0,1.0,Dengkil,rent,Penthouse
700.0,619.0,1.0,1.0,Bandar Johor Bahru,rent,Penthouse
500.0,650.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
550.0,600.0,1.0,1.0,Kuala Lumpur,rent,Penthouse
700.0,761.0,2.0,1.0,Tebrau,rent,Penthouse
2140.0,23.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
750.0,526.0,1.0,1.0,Rasah,rent,Penthouse
600.0,599.0,1.0,1.0,Damansara,rent,Penthouse
500.0,452.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,890.0,1.0,1.0,Petaling,rent,Condo
3360.0,770.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
450.0,400.0,1.0,1.0,Klang,rent,Penthouse
5050.0,778.0,2.0,1.5,Bandar Kuala Lumpur,rent,Penthouse
800.0,770.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
300.0,895.0,1.0,1.0,Ampang,rent,Condo
700.0,652.0,2.0,2.0,Bandar Johor Bahru,rent,Penthouse
900.0,776.0,2.0,1.0,Bukit Baru,rent,Penthouse
800.0,887.0,2.0,2.0,Bukit Baru,rent,Penthouse
700.0,998.0,2.0,1.0,Petaling,rent,Penthouse
3740.0,779.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
2940.0,87.0,2.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
600.0,650.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
300.0,988.0,1.0,1.0,Petaling,rent,Condo
300.0,980.0,1.0,1.0,Setapak,rent,Condo
450.0,540.0,1.0,1.0,Bukit Raya,rent,Penthouse
600.0,809.0,1.0,1.0,Damansara,rent,Penthouse
500.0,1100.0,1.0,1.0,Port Dickson,rent,Penthouse
3360.0,776.0,1.0,2.0,Bandar Kuala Lumpur,rent,Penthouse
650.0,850.0,2.0,1.0,Bukit Raya,rent,Penthouse
600.0,519.0,1.0,1.0,Petaling,rent,Penthouse
450.0,400.0,1.0,1.0,Bandaraya Georgetown,rent,Penthouse
0.0,779.0,1.0,1.0,Bukit Rambai,rent,Penthouse
700.0,659.0,2.0,1.0,Petaling,rent,Penthouse
1000.0,776.0,1.0,1.0,Bukit Baru,rent,Penthouse
400.0,500.0,1.0,1.0,Dengkil,rent,Penthouse
300.0,989.0,1.0,1.0,Kuala Lumpur,rent,Condo
500.0,400.0,1.0,1.0,Mukim 15,rent,Penthouse
2940.0,700.0,2.0,2.0,Bandar Kuala Lumpur,rent,Penthouse
300.0,985.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
1200.0,776.0,1.0,1.0,Bukit Baru,rent,Penthouse
580.0,519.0,1.0,1.0,Pulai,rent,Penthouse
600.0,690.0,1.0,1.0,Bukit Relau,rent,Condo
4360.0,1200.0,2.0,2.0,Kuala Lumpur,rent,Condo
400.0,452.0,1.0,1.0,Rawang,rent,Penthouse
800.0,779.0,1.0,1.0,Bukit Baru,rent,Penthouse
680.0,599.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
450.0,580.0,1.0,1.0,Damansara,rent,Condo
500.0,616.0,1.0,1.0,Batu,rent,Penthouse
750.0,769.0,2.0,1.0,Kajang,rent,Penthouse
300.0,980.0,1.0,1.0,Setapak,rent,Condo
300.0,950.0,1.0,1.0,Petaling,rent,Condo
700.0,780.0,2.0,1.0,Sepang,rent,Penthouse
25200.0,778.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
900.0,770.0,2.0,1.0,Bukit Baru,rent,Penthouse
2100.0,790.0,1.0,1.5,Bandar Kuala Lumpur,rent,Penthouse
300.0,890.0,1.0,1.0,Kuala Lumpur,rent,Condo
5050.0,554.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
570.0,600.0,1.0,1.0,Semenyih,rent,Penthouse
3360.0,676.0,2.0,1.5,Bandar Kuala Lumpur,rent,Condo
450.0,650.0,1.0,1.0,Kuching,rent,Penthouse
900.0,770.0,1.0,1.0,Bukit Baru,rent,Condo
700.0,889.0,2.0,1.0,Bukit Raja,rent,Penthouse
300.0,989.0,1.0,1.0,Kuala Lumpur,rent,Condo
500.0,580.0,1.0,1.0,Damansara,rent,Penthouse
450.0,564.0,1.0,1.0,Petaling,rent,Penthouse
450.0,550.0,1.0,1.0,Sepang,rent,Penthouse
500.0,480.0,1.0,1.0,Damansara,rent,Condo
700.0,452.0,1.0,1.0,Bandar Kuala Lumpur,rent,Penthouse
300.0,980.0,1.0,1.0,Batu,rent,Condo
600.0,619.0,1.0,1.0,Kuala Selangor,rent,Penthouse
300.0,980.0,1.0,1.0,Batu,rent,Condo
300.0,950.0,1.0,1.0,Petaling,rent,Condo
300.0,980.0,1.0,1.0,Bandar Kuala Lumpur,rent,Condo
300.0,890.0,1.0,1.0,Petaling,rent,Condo
580.0,599.0,1.0,1.0,Bukit Relau,rent,Condo
300.0,980.0,1.0,1.0,Petaling,rent,Condo
350.0,855.0,1.0,1.0,Bandaraya Georgetown,rent,Condo
580.0,699.0,1.0,1.0,Semenyih,rent,Penthouse
